frame,H_Water_IF->O_SiO2_Surface,H_Water_IF->O_SiO2_Structural,H_Water_IF->O_Hydroxyl_CSH,H_Water_IF->O_NBO_CSH,H_Water_IF->O_Bridging_CSH,H_Water_IF->O_Water_CSH,H_Water_IF->O_Water_IF,H_Water_IF->O_Water_IF_CaCoord,H_Hydroxyl_CSH->O_SiO2_Surface,H_Hydroxyl_CSH->O_SiO2_Structural,H_Hydroxyl_CSH->O_Water_IF,H_Hydroxyl_CSH->O_Water_IF_CaCoord,H_Water_CSH->O_SiO2_Surface,H_Water_CSH->O_SiO2_Structural,H_Water_CSH->O_Water_IF,H_Water_CSH->O_Water_IF_CaCoord,H_SiO2_Hydroxyl->O_Hydroxyl_CSH,H_SiO2_Hydroxyl->O_NBO_CSH,H_SiO2_Hydroxyl->O_Water_CSH,H_SiO2_Hydroxyl->O_Bridging_CSH,H_SiO2_Hydroxyl->O_Water_IF,H_SiO2_Hydroxyl->O_Water_IF_CaCoord,H_Water_IF->O_SiO2_Surface_per_nm2,H_Water_IF->O_SiO2_Structural_per_nm2,H_Water_IF->O_Hydroxyl_CSH_per_nm2,H_Water_IF->O_NBO_CSH_per_nm2,H_Water_IF->O_Bridging_CSH_per_nm2,H_Water_IF->O_Water_CSH_per_nm2,H_Water_IF->O_Water_IF_per_nm2,H_Water_IF->O_Water_IF_CaCoord_per_nm2,H_Hydroxyl_CSH->O_SiO2_Surface_per_nm2,H_Hydroxyl_CSH->O_SiO2_Structural_per_nm2,H_Hydroxyl_CSH->O_Water_IF_per_nm2,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_nm2,H_Water_CSH->O_SiO2_Surface_per_nm2,H_Water_CSH->O_SiO2_Structural_per_nm2,H_Water_CSH->O_Water_IF_per_nm2,H_Water_CSH->O_Water_IF_CaCoord_per_nm2,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_nm2,H_SiO2_Hydroxyl->O_NBO_CSH_per_nm2,H_SiO2_Hydroxyl->O_Water_CSH_per_nm2,H_SiO2_Hydroxyl->O_Bridging_CSH_per_nm2,H_SiO2_Hydroxyl->O_Water_IF_per_nm2,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_nm2,H_Water_IF->O_SiO2_Surface_per_nm3,H_Water_IF->O_SiO2_Structural_per_nm3,H_Water_IF->O_Hydroxyl_CSH_per_nm3,H_Water_IF->O_NBO_CSH_per_nm3,H_Water_IF->O_Bridging_CSH_per_nm3,H_Water_IF->O_Water_CSH_per_nm3,H_Water_IF->O_Water_IF_per_nm3,H_Water_IF->O_Water_IF_CaCoord_per_nm3,H_Hydroxyl_CSH->O_SiO2_Surface_per_nm3,H_Hydroxyl_CSH->O_SiO2_Structural_per_nm3,H_Hydroxyl_CSH->O_Water_IF_per_nm3,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_nm3,H_Water_CSH->O_SiO2_Surface_per_nm3,H_Water_CSH->O_SiO2_Structural_per_nm3,H_Water_CSH->O_Water_IF_per_nm3,H_Water_CSH->O_Water_IF_CaCoord_per_nm3,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_nm3,H_SiO2_Hydroxyl->O_NBO_CSH_per_nm3,H_SiO2_Hydroxyl->O_Water_CSH_per_nm3,H_SiO2_Hydroxyl->O_Bridging_CSH_per_nm3,H_SiO2_Hydroxyl->O_Water_IF_per_nm3,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_nm3,H_Water_IF->O_SiO2_Surface_per_donor,H_Water_IF->O_SiO2_Structural_per_donor,H_Water_IF->O_Hydroxyl_CSH_per_donor,H_Water_IF->O_NBO_CSH_per_donor,H_Water_IF->O_Bridging_CSH_per_donor,H_Water_IF->O_Water_CSH_per_donor,H_Water_IF->O_Water_IF_per_donor,H_Water_IF->O_Water_IF_CaCoord_per_donor,H_Hydroxyl_CSH->O_SiO2_Surface_per_donor,H_Hydroxyl_CSH->O_SiO2_Structural_per_donor,H_Hydroxyl_CSH->O_Water_IF_per_donor,H_Hydroxyl_CSH->O_Water_IF_CaCoord_per_donor,H_Water_CSH->O_SiO2_Surface_per_donor,H_Water_CSH->O_SiO2_Structural_per_donor,H_Water_CSH->O_Water_IF_per_donor,H_Water_CSH->O_Water_IF_CaCoord_per_donor,H_SiO2_Hydroxyl->O_Hydroxyl_CSH_per_donor,H_SiO2_Hydroxyl->O_NBO_CSH_per_donor,H_SiO2_Hydroxyl->O_Water_CSH_per_donor,H_SiO2_Hydroxyl->O_Bridging_CSH_per_donor,H_SiO2_Hydroxyl->O_Water_IF_per_donor,H_SiO2_Hydroxyl->O_Water_IF_CaCoord_per_donor
184,120,0,34,17,7,28,212,8,0,0,25,4,15,0,42,4,0,0,0,0,1,0,6.181987072,0,1.751563004,0.8757815018,0.3606159125,1.44246365,10.92151049,0.4121324715,0,0,1.287913973,0.2060662357,0.772748384,0,2.163695475,0.2060662357,0,0,0,0,0.05151655893,0,2.685971233,0,0.7610251827,0.3805125914,0.1566816553,0.6267266211,4.745215845,0.1790647489,0,0,0.5595773403,0.08953237444,0.3357464042,0,0.9400899316,0.08953237444,0,0,0,0,0.02238309361,0,0.2013422819,0,0.05704697987,0.02852348993,0.01174496644,0.04697986577,0.355704698,0.01342281879,0,0,0.08445945946,0.01351351351,0.08771929825,0,0.2456140351,0.02339181287,0,0,0,0,0.005555555556,0
185,122,0,28,16,7,26,206,12,0,0,24,4,8,0,40,6,0,0,0,0,2,0,6.28502019,0,1.44246365,0.8242649429,0.3606159125,1.339430532,10.61241114,0.6181987072,0,0,1.236397414,0.2060662357,0.4121324715,0,2.060662357,0.3090993536,0,0,0,0,0.1030331179,0,2.75265561,0,0.6317570252,0.3610040144,0.1579392563,0.5866315234,4.647926685,0.2707530108,0,0,0.5415060216,0.0902510036,0.1805020072,0,0.902510036,0.1353765054,0,0,0,0,0.0451255018,0,0.2053872054,0,0.04713804714,0.02693602694,0.01178451178,0.04377104377,0.3468013468,0.0202020202,0,0,0.08163265306,0.01360544218,0.04651162791,0,0.2325581395,0.03488372093,0,0,0,0,0.01111111111,0
186,122,0,32,21,4,26,193,11,0,0,25,6,15,0,50,5,0,0,0,0,3,0,6.28502019,0,1.648529886,1.081847738,0.2060662357,1.339430532,9.942695874,0.5666821483,0,0,1.287913973,0.3090993536,0.772748384,0,2.575827947,0.2575827947,0,0,0,0,0.1545496768,0,2.746022241,0,0.7202681288,0.4726759595,0.0900335161,0.5852178546,4.344117152,0.2475921693,0,0,0.5627094756,0.1350502741,0.3376256854,0,1.125418951,0.1125418951,0,0,0,0,0.06752513707,0,0.2050420168,0,0.05378151261,0.03529411765,0.006722689076,0.04369747899,0.3243697479,0.01848739496,0,0,0.08620689655,0.02068965517,0.08720930233,0,0.2906976744,0.02906976744,0,0,0,0,0.01666666667,0
187,116,0,33,15,6,22,212,7,0,0,28,6,11,0,41,7,0,0,0,0,3,0,5.975920836,0,1.700046445,0.772748384,0.3090993536,1.133364297,10.92151049,0.3606159125,0,0,1.44246365,0.3090993536,0.5666821483,0,2.112178916,0.3606159125,0,0,0,0,0.1545496768,0,2.612526055,0,0.7432186191,0.337826645,0.135130658,0.4954790794,4.774616583,0.1576524344,0,0,0.6306097374,0.135130658,0.2477395397,0,0.9233928298,0.1576524344,0,0,0,0,0.06756532901,0,0.1949579832,0,0.05546218487,0.02521008403,0.01008403361,0.03697478992,0.356302521,0.01176470588,0,0,0.09722222222,0.02083333333,0.06395348837,0,0.238372093,0.04069767442,0,0,0,0,0.01666666667,0
188,101,0,25,20,8,29,206,16,0,0,27,6,10,0,39,7,0,0,0,0,3,0,5.203172452,0,1.287913973,1.030331179,0.4121324715,1.493980209,10.61241114,0.8242649429,0,0,1.390947091,0.3090993536,0.5151655893,0,2.009145798,0.3606159125,0,0,0,0,0.1545496768,0,2.267287693,0,0.5612098249,0.4489678599,0.179587144,0.6510033969,4.624368957,0.3591742879,0,0,0.6061066109,0.134690358,0.22448393,0,0.8754873269,0.157138751,0,0,0,0,0.06734517899,0,0.17003367,0,0.04208754209,0.03367003367,0.01346801347,0.04882154882,0.3468013468,0.02693602694,0,0,0.09246575342,0.02054794521,0.05847953216,0,0.2280701754,0.04093567251,0,0,0,0,0.01666666667,0
189,111,0,37,14,6,24,205,7,0,0,28,7,11,0,32,6,0,0,0,0,3,0,5.718338041,0,1.90611268,0.721231825,0.3090993536,1.236397414,10.56089458,0.3606159125,0,0,1.44246365,0.3606159125,0.5666821483,0,1.648529886,0.3090993536,0,0,0,0,0.1545496768,0,2.489320689,0,0.8297735629,0.3139683752,0.1345578751,0.5382315003,4.597394065,0.1569841876,0,0,0.6279367503,0.1569841876,0.2466894376,0,0.7176420003,0.1345578751,0,0,0,0,0.06727893753,0,0.1862416107,0,0.06208053691,0.02348993289,0.01006711409,0.04026845638,0.3439597315,0.01174496644,0,0,0.09427609428,0.02356902357,0.0650887574,0,0.1893491124,0.03550295858,0,0,0,0,0.01666666667,0
190,105,0,35,15,8,28,204,8,0,0,29,4,11,0,36,5,0,0,0,0,2,0,5.409238688,0,1.803079563,0.772748384,0.4121324715,1.44246365,10.50937802,0.4121324715,0,0,1.493980209,0.2060662357,0.5666821483,0,1.854596122,0.2575827947,0,0,0,0,0.1030331179,0,2.351233121,0,0.7837443735,0.3358904458,0.1791415711,0.6269954988,4.568110063,0.1791415711,0,0,0.6493881952,0.08957078555,0.2463196602,0,0.8061370699,0.1119634819,0,0,0,0,0.04478539277,0,0.1761744966,0,0.05872483221,0.02516778523,0.01342281879,0.04697986577,0.3422818792,0.01342281879,0,0,0.09764309764,0.01346801347,0.06432748538,0,0.2105263158,0.02923976608,0,0,0,0,0.01111111111,0
191,123,0,34,16,8,28,205,11,0,0,23,5,13,0,35,2,0,0,0,0,3,0,6.336536749,0,1.751563004,0.8242649429,0.4121324715,1.44246365,10.56089458,0.5666821483,0,0,1.184880855,0.2575827947,0.6697152661,0,1.803079563,0.1030331179,0,0,0,0,0.1545496768,0,2.762911899,0,0.7637317445,0.3594031739,0.179701587,0.6289555543,4.604853166,0.2470896821,0,0,0.5166420625,0.1123134918,0.2920150788,0,0.7861944429,0.04492539674,0,0,0,0,0.06738809511,0,0.2060301508,0,0.05695142379,0.02680067002,0.01340033501,0.04690117253,0.3433835846,0.01842546064,0,0,0.07744107744,0.01683501684,0.07647058824,0,0.2058823529,0.01176470588,0,0,0,0,0.01666666667,0
192,111,0,28,17,7,27,209,13,0,0,21,7,13,0,38,5,0,0,0,0,2,0,5.718338041,0,1.44246365,0.8757815018,0.3606159125,1.390947091,10.76696082,0.6697152661,0,0,1.081847738,0.3606159125,0.6697152661,0,1.957629239,0.2575827947,0,0,0,0,0.1030331179,0,2.49965709,0,0.6305441307,0.3828303651,0.1576360327,0.6080246975,4.706561547,0.2927526321,0,0,0.472908098,0.1576360327,0.2927526321,0,0.8557384631,0.1125971662,0,0,0,0,0.04503886648,0,0.1862416107,0,0.04697986577,0.02852348993,0.01174496644,0.04530201342,0.3506711409,0.02181208054,0,0,0.07368421053,0.02456140351,0.07692307692,0,0.224852071,0.02958579882,0,0,0,0,0.01111111111,0
193,122,0,35,17,3,24,208,14,1,0,28,5,10,0,31,5,0,0,0,0,2,0,6.28502019,0,1.803079563,0.8757815018,0.1545496768,1.236397414,10.71544426,0.721231825,0.05151655893,0,1.44246365,0.2575827947,0.5151655893,0,1.597013327,0.2575827947,0,0,0,0,0.1030331179,0,2.749961962,0,0.7889235137,0.383191421,0.06762201546,0.5409761237,4.688459739,0.3155694055,0.02254067182,0,0.631138811,0.1127033591,0.2254067182,0,0.6987608264,0.1127033591,0,0,0,0,0.04508134364,0,0.2046979866,0,0.05872483221,0.02852348993,0.005033557047,0.04026845638,0.3489932886,0.02348993289,0.003412969283,0,0.09556313993,0.01706484642,0.05988023952,0,0.1856287425,0.02994011976,0,0,0,0,0.01111111111,0
194,120,0,32,14,7,27,199,15,0,0,24,8,9,0,36,8,0,0,0,0,3,0,6.181987072,0,1.648529886,0.721231825,0.3606159125,1.390947091,10.25179523,0.772748384,0,0,1.236397414,0.4121324715,0.4636490304,0,1.854596122,0.4121324715,0,0,0,0,0.1545496768,0,2.702879619,0,0.7207678983,0.3153359555,0.1576679777,0.6081479142,4.482275367,0.3378599523,0,0,0.5405759237,0.1801919746,0.2027159714,0,0.8108638856,0.1801919746,0,0,0,0,0.06757199046,0,0.2010050251,0,0.05360134003,0.02345058626,0.01172529313,0.04522613065,0.3333333333,0.02512562814,0,0,0.08219178082,0.02739726027,0.05325443787,0,0.2130177515,0.04733727811,0,0,0,0,0.01666666667,0
195,108,0,31,14,7,28,204,11,0,0,22,6,10,0,30,4,0,0,0,0,1,0,5.563788365,0,1.597013327,0.721231825,0.3606159125,1.44246365,10.50937802,0.5666821483,0,0,1.133364297,0.3090993536,0.5151655893,0,1.545496768,0.2060662357,0,0,0,0,0.05151655893,0,2.422338065,0,0.6953007409,0.3140067862,0.1570033931,0.6280135724,4.575527456,0.2467196177,0,0,0.4934392355,0.134574337,0.2242905616,0,0.6728716848,0.08971622463,0,0,0,0,0.02242905616,0,0.1812080537,0,0.05201342282,0.02348993289,0.01174496644,0.04697986577,0.3422818792,0.01845637584,0,0,0.07357859532,0.02006688963,0.05917159763,0,0.1775147929,0.02366863905,0,0,0,0,0.005555555556,0
196,115,1,36,14,7,25,204,12,0,0,27,4,11,0,45,2,0,0,0,0,1,0,5.924404277,0.05151655893,1.854596122,0.721231825,0.3606159125,1.287913973,10.50937802,0.6181987072,0,0,1.390947091,0.2060662357,0.5666821483,0,2.318245152,0.1030331179,0,0,0,0,0.05151655893,0,2.590512209,0.02252619312,0.8109429523,0.3153667037,0.1576833518,0.563154828,4.595343396,0.2703143174,0,0,0.6082072142,0.09010477248,0.2477881243,0,1.01367869,0.04505238624,0,0,0,0,0.02252619312,0,0.1929530201,0.001677852349,0.06040268456,0.02348993289,0.01174496644,0.04194630872,0.3422818792,0.02013422819,0,0,0.09152542373,0.01355932203,0.06432748538,0,0.2631578947,0.01169590643,0,0,0,0,0.005555555556,0
197,111,0,25,16,6,23,201,6,0,0,26,7,9,0,45,7,0,0,0,0,1,0,5.718338041,0,1.287913973,0.8242649429,0.3090993536,1.184880855,10.35482835,0.3090993536,0,0,1.339430532,0.3606159125,0.4636490304,0,2.318245152,0.3606159125,0,0,0,0,0.05151655893,0,2.494102825,0,0.5617348706,0.3595103172,0.1348163689,0.516796081,4.51634836,0.1348163689,0,0,0.5842042654,0.1572857638,0.2022245534,0,1.011122767,0.1572857638,0,0,0,0,0.02246939482,0,0.1862416107,0,0.04194630872,0.02684563758,0.01006711409,0.03859060403,0.3372483221,0.01006711409,0,0,0.08813559322,0.02372881356,0.05325443787,0,0.2662721893,0.04142011834,0,0,0,0,0.005555555556,0
198,124,0,36,18,6,24,192,12,0,0,28,2,14,0,38,6,0,0,0,0,1,0,6.388053308,0,1.854596122,0.9272980608,0.3090993536,1.236397414,9.891179315,0.6181987072,0,0,1.44246365,0.1030331179,0.721231825,0,1.957629239,0.3090993536,0,0,0,0,0.05151655893,0,2.790256942,0,0.8100745962,0.4050372981,0.1350124327,0.5400497308,4.320397846,0.2700248654,0,0,0.6300580193,0.04500414423,0.3150290096,0,0.8550787404,0.1350124327,0,0,0,0,0.02250207212,0,0.2080536913,0,0.06040268456,0.03020134228,0.01006711409,0.04026845638,0.322147651,0.02013422819,0,0,0.09756097561,0.006968641115,0.08235294118,0,0.2235294118,0.03529411765,0,0,0,0,0.005555555556,0
199,120,0,36,16,8,25,206,12,0,0,26,4,17,0,34,11,0,0,0,0,1,0,6.181987072,0,1.854596122,0.8242649429,0.4121324715,1.287913973,10.61241114,0.6181987072,0,0,1.339430532,0.2060662357,0.8757815018,0,1.751563004,0.5666821483,0,0,0,0,0.05151655893,0,2.699171067,0,0.8097513201,0.3598894756,0.1799447378,0.5623273057,4.633576999,0.2699171067,0,0,0.5848203979,0.0899723689,0.3823825678,0,0.7647651357,0.2474240145,0,0,0,0,0.02249309223,0,0.2013422819,0,0.06040268456,0.02684563758,0.01342281879,0.04194630872,0.3456375839,0.02013422819,0,0,0.08904109589,0.01369863014,0.09941520468,0,0.1988304094,0.06432748538,0,0,0,0,0.005555555556,0
